sentence,position,lemma,pos
Several dozen different Sealand coins have been minted since 1972.,"(8, 13)",dozen,N
"He has coached half-a-dozen ‘Varsity Eights, being in as much request with Oxford as with Cambridge, and always ready to do his best for either.","(22, 27)",dozen,N
"There are a few general axioms in the theory, and nearly a dozen set constructors which allow you to create new sets for various specific predicates.","(59, 64)",dozen,N
"September 14, 2015 – Academy of Model Aeronautics releases an analysis of FAA database of UAS pilot sightings finding dozens versus hundreds of “near misses.” September 15, 2015 – FAA announces prohibition of UAS operations ahead of Papal visits to Washington, Philadelphia and New York.","(118, 124)",dozen,N
"and combines them all into a game, which it then spits out onto your screen (look in you program files, for most programs there is an exe file and a dozen or so folders containing files that the program reads, uses, etc..).","(149, 154)",dozen,N
"Palaces were centers of government, allowing the dozens of individual communities to come under centralized political authority.","(49, 55)",dozen,N
"So they fitted to the machine about a dozen gadgets which were in effect earphones, but which resembled more our modern doctor's stethoscope, two metallic terminals fitting right into the ears of the listener.","(38, 43)",dozen,N
"Riflemen from all parts of Victoria and other States were looking forward to the great annual gathering at Williamstown in October next, the time when the ""cracks"" were ranged against each other for pride of place; the time when friendships of happy past meetings were renewed on the firing mounds and the time when the timid young beginner, with the fear in his mind of a dozen fines for breaches of various regulations, came forward to test ""his luck.""","(373, 378)",dozen,N
"Iran bus xiangzhuahng shasii 44 rern Iran bus xiangzhuahng shasii 44 rern Iran buses collision kills 44 people In the city of Qom, Iran, the tyre of a bus bursted causing it to swerve and hit another bus, killing 44 people and injuring dozens.","(236, 242)",dozen,N
Pakistan Shiah duihwuu dih-2 cih beih zhah Pakistan Shiah duihwuu dih-2 cih beih zhah Pakistan Shiah procession second time be bombed 5 people were killed and dozens wounded after a bomb exploded near a Shiah procession in northwest Pakistan.,"(159, 165)",dozen,N
"After we assembled a draft version ⇒ Episodes edited for a television distribution we created on a Google+ community specifically dedicated to distribution, and we started building the partnerships for distribution and broadcast of the edited episodes.","(21, 26)",draft,N
SMART Attributes were included in some drafts of the ATA standard but were removed before the standard became final.,"(39, 45)",draft,N
"Attend help sessions at your school's writing center, and ask friends to look over a completed first draft.","(101, 106)",draft,N
"--Michael Crichton When you look over the draft of your paper, the first thing you should focus on is your introduction [[1]].","(42, 47)",draft,N
"If you created a thorough first draft, this should be easy.","(32, 37)",draft,N
The shallow draft and lightness of a 32 footer makes for a tippy boat in the big ones.,"(12, 17)",draft,N
"If you have any questions, email or see your instructor, he is happy to help and read and comment on preliminary drafts.","(113, 119)",draft,N
"After you feel you've revised the draft as much as is needed, editing comes into play.","(34, 39)",draft,N
"We might begin writing and developing the paper first on the talk page; then, we may use these drafts to create the main page and finally - the very paper.","(95, 101)",draft,N
"The Wikibooks:Bots/Unstable draft is open to edits, but any that generates a valid objection (due to changes to meaning or function of the text), will be restored to the proposed version of October 24 2008 that is open for vote.","(28, 33)",draft,N
"Starting hole is hole 1 draw or hole 4 draw, depending on the occasion.","(24, 28)",draw,N
I rearranged the desks in a circle and reassigned seats due to a random draw of numbered slips of paper.,"(72, 76)",draw,N
"Tweak the effect of the draw distance slider on some scenery types, to give a better scale.","(24, 28)",draw,N
"If you have a mid-to-late position and a rather good draw, try to make a middle-sized bet to take the pot outright.","(53, 57)",draw,N
"So: 1+ 1- 1+ 1- 2+ 2- 3- would be, ""blow draw blow draw blow draw draw"".","(41, 45)",draw,N
"In that case, you could often by showdown find yourself against a better hand, even if you complete your draw.","(105, 109)",draw,N
"Rarely do games in the Cochrane Gambit end in a draw, especially due to the attacking opportunities and aggression offered by the position as white tries to gain a pawn back (so 3 pawns for a knight is material equality), while black tries to maintain its advantage of a pawn.","(48, 52)",draw,N
"The physics are simple to explain: In an overbend, the opposite reed as in normal play is brought to vibrate - in an overblow, the draw reed is made to vibrate upon the blow airflow, and in an overdraw, the blow reed is made to vibrate upon the draw airflow.","(131, 135)",draw,N
The fps for the sg552 draw animation is 37.,"(22, 26)",draw,N
"For example: if you've got 10 teams in your chess league and one of them plays all their matches at the same venue, is it better for them to be team 1 in the draw or team 10?","(158, 162)",draw,N
